Unnamed: 0,Job Title,Job Description,cleaned_jd,location,job_type,experience_required,extracted_skills,extracted_location,jd_id
1405,DevOps Engineer,"Experience: 2+ Years.
Job Type: Full-time.
Location: Chennai, Remote.

Job Summary:

Your role’s focus will be to automate, administer and maintain development environments and supporting systems and processes..You will be working closely with other engineering and technical teams in deploying their code, providing operational support for new and existing sites/software, and debugging production issues. The DevOps Engineer performs functions required for the deployment, configuration, support, and troubleshooting of issues with the business’s site/software.

Duties & Responsibilities:

You should have worked on at least one large enterprise level application security project – (web, cross platform and native mobile applications) over the course of your career. Prior experience with applications where a mistake or oversight can cause issues (financial, personnel, operations related), are a great indicator that the resource will fit well.

Key responsibilities for this position include:
Working experience in Docker and Kubernetes.
Experience in tools like Sonar, Appscan, Owasp, Nexus etc. with Jenkins integration.
Experience in any one Cloud (AWS/Azure/GCP).
Scripting: Shell/bash/Python scripting.
Continuous Integration (CI) Tools: Jenkins.
Maintain services once they are live by measuring and monitoring availability, latency and overall system health.
Support the application CI/CD pipeline for promoting software into higher environments through validation and operational gating, and lead DevOps automation and best practices.
Follow/maintain an agile methodology for delivering on project milestones.
Excellent oral, presentation, and written communication skills.
Preferred Qualification:
Typically 4 years of experience, 3 years in DevOps engagement setting up CI/CD pipelines for web applications in the Cloud.
Good understanding and knowledge of Containers, and Serverless ecosystems.
Requires in-depth knowledge of the software development life cycle, logging, monitoring, and alerting.
Proven implementation of creative technology solutions that advance the business.
If you think you fit in with the above requirements, we’d love to talk to you about working in our organization.
Company Profile:

Conceptualized as far back as 2015, and commencing full-time operations in 2018, Blackstraw LLc. is a software products and services company specializing in Artificial Intelligence (AI) and Machine Learning solutions for various industries. We support businesses around the world, including North America, Europe and Asia, working to simplify AI implementation through our platform that expedites data labelling, AI model-training, and, cloud or on-premise deployments.

With more than 100 years of combined work-experience, the 100+-strong Blackstraw Team comprises various experts in the AI value chain. We are a fast-moving team that prides ourselves in rapidly identifying different use-cases and fine-tuning our products to suit specific business needs.

We are focused on providing solutions related to computer vision, natural language processing, Data annotation tool for deep learning models, etc. To stay competitive in business, it is key for organizations to adopt and implement smart AI solutions and service offerings. However, most companies are unable to implement AI rapidly due to the complexity of existing solutions, inadequate data and cost implications.

Our mission is to enable enterprises to adopt AI in an easier, cost-effective and time-efficient manner with a plug-and-play approach to their data.

Blackstraw operations are based out of Mumbai, Pune and Chennai in India.",experience 2 years job type fulltime location chennai remote job summary your roles focus will be to automate administer and maintain development environments and supporting systems and processesyou will be working closely with other engineering and technical teams in deploying their code providing operational support for new and existing sitessoftware and debugging production issues the devops engineer performs functions required for the deployment configuration support and troubleshooting of issues with the businesss sitesoftware duties  responsibilities you should have worked on at least one large enterprise level application security project  web cross platform and native mobile applications over the course of your career prior experience with applications where a mistake or oversight can cause issues financial personnel operations related are a great indicator that the resource will fit well key responsibilities for this position include working experience in docker and kubernetes experience in tools like sonar appscan owasp nexus etc with jenkins integration experience in any one cloud awsazuregcp scripting shellbashpython scripting continuous integration ci tools jenkins maintain services once they are live by measuring and monitoring availability latency and overall system health support the application cicd pipeline for promoting software into higher environments through validation and operational gating and lead devops automation and best practices followmaintain an agile methodology for delivering on project milestones excellent oral presentation and written communication skills preferred qualification typically 4 years of experience 3 years in devops engagement setting up cicd pipelines for web applications in the cloud good understanding and knowledge of containers and serverless ecosystems requires indepth knowledge of the software development life cycle logging monitoring and alerting proven implementation of creative technology solutions that advance the business if you think you fit in with the above requirements wed love to talk to you about working in our organization company profile conceptualized as far back as 2015 and commencing fulltime operations in 2018 blackstraw llc is a software products and services company specializing in artificial intelligence ai and machine learning solutions for various industries we support businesses around the world including north america europe and asia working to simplify ai implementation through our platform that expedites data labelling ai modeltraining and cloud or onpremise deployments with more than 100 years of combined workexperience the 100strong blackstraw team comprises various experts in the ai value chain we are a fastmoving team that prides ourselves in rapidly identifying different usecases and finetuning our products to suit specific business needs we are focused on providing solutions related to computer vision natural language processing data annotation tool for deep learning models etc to stay competitive in business it is key for organizations to adopt and implement smart ai solutions and service offerings however most companies are unable to implement ai rapidly due to the complexity of existing solutions inadequate data and cost implications our mission is to enable enterprises to adopt ai in an easier costeffective and timeefficient manner with a plugandplay approach to their data blackstraw operations are based out of mumbai pune and chennai in india,"Chennai, India",Remote,4,"['machine learning', 'kubernetes', 'owasp', 'jenkins', 'docker', 'agile', 'deep learning', 'serverless']","Chennai, India",73
1418,Node js developer,"Job Description
Looking for a motivated Node js developer
Requirements/Desired Skills:
Strong proficiency with JavaScript.
Experience in Node.js and frameworks available viz; Express.js, meteor.js
Experience in NoSQL Database (Mongo)
Understanding the nature of asynchronous programming and its quirks and workarounds
Good understanding of server-side templating languages.
Good understanding of server-side CSS pre processors viz, Stylus, less
Basic understanding of front-end technologies, such as HTML5, and CSS3
Understanding accessibility and security compliance.
User authentication and authorization between multiple systems, servers, and environments
Integration of multiple data sources and databases into one system
Understanding fundamental design principles behind a scalable application
Understanding differences between multiple delivery platforms, such as mobile vs. desktop, and optimizing output to match the specific platform
Creating database schemas that represent and support business processes
Implementing automated testing platforms and unit tests
Proficient understanding of code versioning tools, such as Git
Preferred Qualifications:
Familiarity with UNIX-like operating systems.
Ability to write clean code (formatting, comments, standards).
Understanding of object-oriented programming (OOP).
Ability to work with already existing codes.
Knowledge of web application optimization techniques.
Experience - 4 - 6 Years
Location - Chandigarh
Interested candidates can apply or can reach
Ankush
Sr. Consultant - Delivery
9915961696
Job Types: Full-time, Walk-In
Salary: ₹15,390.00 - ₹61,641.00 per month
Schedule:
Day shift
Morning shift
Work Remotely:
No
Speak with the employer
+91 9915961696",job description looking for a motivated node js developer requirementsdesired skills strong proficiency with javascript experience in nodejs and frameworks available viz expressjs meteorjs experience in nosql database mongo understanding the nature of asynchronous programming and its quirks and workarounds good understanding of serverside templating languages good understanding of serverside css pre processors viz stylus less basic understanding of frontend technologies such as html5 and css3 understanding accessibility and security compliance user authentication and authorization between multiple systems servers and environments integration of multiple data sources and databases into one system understanding fundamental design principles behind a scalable application understanding differences between multiple delivery platforms such as mobile vs desktop and optimizing output to match the specific platform creating database schemas that represent and support business processes implementing automated testing platforms and unit tests proficient understanding of code versioning tools such as git preferred qualifications familiarity with unixlike operating systems ability to write clean code formatting comments standards understanding of objectoriented programming oop ability to work with already existing codes knowledge of web application optimization techniques experience  4  6 years location  chandigarh interested candidates can apply or can reach ankush sr consultant  delivery 9915961696 job types fulltime walkin salary 1539000  6164100 per month schedule day shift morning shift work remotely no speak with the employer 91 9915961696,"Chandigarh, India",Remote,,"['less', 'css', 'javascript', 'git']","Chandigarh, India",74
1455,Flutter Developer,"We are looking for a specialized Game developer to turn a game idea into code on a fast moving environment. You will be involved in various aspects of game’s creation from concept to finished product including coding, programming, audio, design, production and visual arts.
Responsibilities*
Translate requirements into complicated but clean and efficient code
Construct the base or the engine on which the game will run
Produce prototypes of gameplay ideas and features
Develop schedules and determine milestones
Generate game scripts and storyboards
Animate characters and objects
Contribute to the design and audio features of the game
Create unit tests and validation procedures to assure quality
Detect identification and resolution and document technical specifications
“Polish” the game, maintain code, fix bugs and iron out occurring problems
Skills*
Proven working experience in full lifecycle game development
Hands on experience primarily with C++ or other programming languages (Java, C, etc)
High level knowledge of APIs and libraries
Expert in one or more programming specialties (artificial intelligence, 3D Rendering, 3D animation, physics, multiplayer/networking, or audio)
Up-to-date with the latest gaming trends, techniques, best practices and technologies
Ability to solve problems creatively and effectively
BS degree in Computer Science or Games Technology
Job Type: Full-time

Pay: ₹10,000.00 per month

Experience:
software development: 1 year (Required)
total work: 1 year (Required)
flutter developer: 1 year (Required)
Education:
Bachelor's (Required)
Location:
Surat, Gujarat (Required)
Housing rent subsidy:
No
Industry:
Software Development
Work Remotely:
Temporarily due to COVID-19",we are looking for a specialized game developer to turn a game idea into code on a fast moving environment you will be involved in various aspects of games creation from concept to finished product including coding programming audio design production and visual arts responsibilities translate requirements into complicated but clean and efficient code construct the base or the engine on which the game will run produce prototypes of gameplay ideas and features develop schedules and determine milestones generate game scripts and storyboards animate characters and objects contribute to the design and audio features of the game create unit tests and validation procedures to assure quality detect identification and resolution and document technical specifications polish the game maintain code fix bugs and iron out occurring problems skills proven working experience in full lifecycle game development hands on experience primarily with c or other programming languages java c etc high level knowledge of apis and libraries expert in one or more programming specialties artificial intelligence 3d rendering 3d animation physics multiplayernetworking or audio uptodate with the latest gaming trends techniques best practices and technologies ability to solve problems creatively and effectively bs degree in computer science or games technology job type fulltime pay 1000000 per month experience software development 1 year required total work 1 year required flutter developer 1 year required education bachelors required location surat gujarat required housing rent subsidy no industry software development work remotely temporarily due to covid19,"Surat, India",Remote,,"['flutter', 'java', 'c']","Surat, India",75
1468,DevOps Engineer,"*Company Name: Click2Cloud*

*Location : Nagpur*

*Job Profile: DevOps Engineer *

*Job Description: *

* *Experience in Cloud & Containers (AWS/Docker/Kubernetes)*
* Able to write effective, scalable code using Python or C++.
* Strong knowledge in data structures, algorithms and software design.
* Sound knowledge of Public cloud like AWS/Azure/GCP infrastructure
* To be able to define and provision data center infrastructure using Terraform
* Good with Linux environments. Competent in shell scripting
* Familiarity with Ansible & code versioning tools (such as Git)
* Experience with SQL/ NoSQL Databases / PostgreSQL / Mongo db

*Job Type: * Full-time

Job Type: Full-time

Salary: From ₹20,000.00 per month

Schedule:
* Monday to Friday

Experience:
* Docker Contaniner, Kubernates: 2 years (Required)
* DevOps: 2 years (Required)
* Jenkins,CI/CD: 2 years (Required)

Education:
* Bachelor's (Required)

Work Remotely:
* No",company name click2cloud location  nagpur job profile devops engineer  job description   experience in cloud  containers awsdockerkubernetes  able to write effective scalable code using python or c  strong knowledge in data structures algorithms and software design  sound knowledge of public cloud like awsazuregcp infrastructure  to be able to define and provision data center infrastructure using terraform  good with linux environments competent in shell scripting  familiarity with ansible  code versioning tools such as git  experience with sql nosql databases  postgresql  mongo db job type  fulltime job type fulltime salary from 2000000 per month schedule  monday to friday experience  docker contaniner kubernates 2 years required  devops 2 years required  jenkinscicd 2 years required education  bachelors required work remotely  no,"Nagpur, India",Remote,,"['python', 'git', 'docker', 'postgresql', 'terraform', 'c', 'linux', 'ansible']","Nagpur, India",76
1474,DevOps Engineer,"Job Requisition ID #
20WD40430

Cloud DevOps Engineer

Location: Bangalore- India

Job ID: 20WD40430

Position Overview

We’re growing our managed cloud team within Autodesk’s Infrastructure-as-a-Service organization. This team leverages Software Engineering and DevOps principles to build re-usable managed cloud stacks. Our engineering culture will empower you to make effective decisions, work collaboratively and take accountability for engineering projects at the core of the company and the leading edge of the latest industry technology trends. The team is seeking a Cloud DevOps Engineer who will have a critical role on how we design, build and deliver reusable managed cloud stacks

Responsibilities
Design and develop systems and processes that support highly available, scalable, fault-tolerant software deployments
Automate provisioning, infrastructure, and code deployment by leveraging the latest in configuration management tools and containers
Design, develop, and deploy tools and frameworks to improve and automate software releases
Partner with QA to test application resiliency and gauge readiness for software releases
Build and maintain the environments and processes that create efficiencies for developers
Partner with Security Engineering to ensure security and compliance across enterprise environments
Respond to platform failures and notifications swiftly and address any issues that affect the platform availability
Responsible to build new features, upgrade the existing and maintain the platform with Operations and DevOps best practices
Understanding of modern development, tools and methodologies
Minimum Qualifications
UNIX / Linux Operating systems and Bash scripting. Ability to design, develop, and maintain CI/CD environments. Configuration management tools including Ansible, Puppet, and Chef. Programming languages such as Perl, Python, Ruby, C++, and Java Containerization tools and techniques
Good knowledge on developing Complex cloud formation templates. (CFTs)
Good knowledge on developing automations on using Python
Hands-on experience with the AWS CLI and SDKs/API tools
Hands-on experience with AWS Serverless developments and deployment with Define and deploy monitoring, metrics, and logging systems experience on AWS
Good Hands on experience on AWS troubleshooting including analyzing CloudWatch, CloudTrail, X-Ray etc
Knowledge of networking concepts (e.g., DNS, TCP/IP, and, VPC, Gateways, firewalls)
Hands on with AWS DevOps tools - Code Deploy, Code Pipeline, OpsWorks
Ability to translate architectural requirements
Should be able to design and Implement Pipeline
Attention to detail and dedication to quality
Ability to work independently and cross-functionally with other members of the team
Ability to communicate both good news and bad with urgency
Excellent communication and documentation skills
While not required, AWS Certification is desirable
#LI-POST

At Autodesk, we're building a diverse workplace and an inclusive culture to give more people the chance to imagine, design, and make a better world. Autodesk is proud to be an equal opportunity employer and considers all qualified applicants for employment without regard to race, color, religion, age, sex, sexual orientation, gender, gender identity, national origin, disability, veteran status or any other legally protected characteristic. We also consider for employment all qualified applicants regardless of criminal histories, consistent with applicable law.

Are you an existing contractor or consultant with Autodesk? Please search for open jobs and apply internally (not on this external site). If you have any questions or require support, contact Autodesk Careers.",job requisition id  20wd40430 cloud devops engineer location bangalore india job id 20wd40430 position overview were growing our managed cloud team within autodesks infrastructureasaservice organization this team leverages software engineering and devops principles to build reusable managed cloud stacks our engineering culture will empower you to make effective decisions work collaboratively and take accountability for engineering projects at the core of the company and the leading edge of the latest industry technology trends the team is seeking a cloud devops engineer who will have a critical role on how we design build and deliver reusable managed cloud stacks responsibilities design and develop systems and processes that support highly available scalable faulttolerant software deployments automate provisioning infrastructure and code deployment by leveraging the latest in configuration management tools and containers design develop and deploy tools and frameworks to improve and automate software releases partner with qa to test application resiliency and gauge readiness for software releases build and maintain the environments and processes that create efficiencies for developers partner with security engineering to ensure security and compliance across enterprise environments respond to platform failures and notifications swiftly and address any issues that affect the platform availability responsible to build new features upgrade the existing and maintain the platform with operations and devops best practices understanding of modern development tools and methodologies minimum qualifications unix  linux operating systems and bash scripting ability to design develop and maintain cicd environments configuration management tools including ansible puppet and chef programming languages such as perl python ruby c and java containerization tools and techniques good knowledge on developing complex cloud formation templates cfts good knowledge on developing automations on using python handson experience with the aws cli and sdksapi tools handson experience with aws serverless developments and deployment with define and deploy monitoring metrics and logging systems experience on aws good hands on experience on aws troubleshooting including analyzing cloudwatch cloudtrail xray etc knowledge of networking concepts eg dns tcpip and vpc gateways firewalls hands on with aws devops tools  code deploy code pipeline opsworks ability to translate architectural requirements should be able to design and implement pipeline attention to detail and dedication to quality ability to work independently and crossfunctionally with other members of the team ability to communicate both good news and bad with urgency excellent communication and documentation skills while not required aws certification is desirable lipost at autodesk were building a diverse workplace and an inclusive culture to give more people the chance to imagine design and make a better world autodesk is proud to be an equal opportunity employer and considers all qualified applicants for employment without regard to race color religion age sex sexual orientation gender gender identity national origin disability veteran status or any other legally protected characteristic we also consider for employment all qualified applicants regardless of criminal histories consistent with applicable law are you an existing contractor or consultant with autodesk please search for open jobs and apply internally not on this external site if you have any questions or require support contact autodesk careers,"Bangalore, India",Contract,4,"['bash', 'ruby', 'aws', 'python', 'c', 'perl', 'serverless', 'java', 'linux', 'ansible']","Bangalore, India",77
1479,Flutter Developer,"We are looking for flutter developer to work with our team for RaithuBazaar project and having atleast 2 years experience in developing apps. And looking for immediately joining.
Desire to work in a corporate environment, able to self-manage and work remotely sometimes
Must have built at least two Android and/or iOS apps with Flutter
Proven working experience in software development
Working experience in mobile development
Have published one or more mobile apps in Google Play or App Store
Experience with third-party libraries and APIs
Working knowledge of the general mobile landscape, architectures, trends, and emerging technologies
Solid understanding of the full mobile development life cycle, including automated testing and building
Experience working in an agile development process
Be proficient in using version control and continuous integration, with tools such as Git and Jenkins.
Write clear, maintainable and testable code that you are proud of
Good communication skills in English
Job Type: Full-time

Salary: ₹20,000.00 - ₹35,000.00 per month

Experience:
software development: 3 years (Preferred)
work: 2 years (Preferred)
total work: 3 years (Preferred)
Education:
Bachelor's (Preferred)
Location:
Hyderabad, Telangana (Preferred)
Benefits:
Health insurance
Provident fund (PF)
Paid leaves / Leave encashment
Work from home
Industry:
Customer Service
Work Remotely:
Temporarily due to COVID-19",we are looking for flutter developer to work with our team for raithubazaar project and having atleast 2 years experience in developing apps and looking for immediately joining desire to work in a corporate environment able to selfmanage and work remotely sometimes must have built at least two android andor ios apps with flutter proven working experience in software development working experience in mobile development have published one or more mobile apps in google play or app store experience with thirdparty libraries and apis working knowledge of the general mobile landscape architectures trends and emerging technologies solid understanding of the full mobile development life cycle including automated testing and building experience working in an agile development process be proficient in using version control and continuous integration with tools such as git and jenkins write clear maintainable and testable code that you are proud of good communication skills in english job type fulltime salary 2000000  3500000 per month experience software development 3 years preferred work 2 years preferred total work 3 years preferred education bachelors preferred location hyderabad telangana preferred benefits health insurance provident fund pf paid leaves  leave encashment work from home industry customer service work remotely temporarily due to covid19,"Hyderabad, India",Remote,2,"['flutter', 'android', 'ios', 'git', 'jenkins', 'agile']","Hyderabad, India",78
1490,PHP Developer,"We are seeking a Senior Engineer who is focused on the development and support required to run mission-critical applications in Drupal 8. A passion for your team, Drupal Community, client service, is necessary.

Your broad responsibilities will include: Owning the technical engagement and ultimate success around specific projects.

You will gain the opportunity to learn from, collaborate with, and educate some of the brightest technical minds in the industry today across the breadth of enterprise architecture. The ideal candidate will have experience working with industry best practices.

*\*No of Positions*\*

1

*\*Skills Required*\*

PHP, MySQL, Drupal 8.x (Modules Development, Themes Customization), JavaScript, jQuery, AJAX, HTML5, CSS3, API's Integration.

*\*Roles & Responsibilities*\*

* Experience with SVN / JIRA / Git Hub
* Experience with Scrum and Kanban process
* Has built its unique Drupal modules from scratch
* Has built responsive or mobile websites using Drupal
* Has experience working with CDN Environments for Files Hosting (Ex: Amazon, Viola, Akamai, etc.)
* Is an active member of the Drupal community.
* Experience working with Linux Environment.
* Have Good Knowledge of LAMP Stack.
* Experience working with On-Page SEO support.
* Good knowledge of object-oriented programming and RESTful web-services.
* Understanding of RDBMS, MySQL is preferred

*\*Experience*\*

4-10 years

*\*Education Qualification*\*

B.E/B.Tech/MCA

*\*Work Location*\*

Hyderabad

Job Type: Full-time

Pay: ₹800,000.00 - ₹1,500,000.00 per year

Schedule:
* Flexible shift

Industry:
* Software Development

Work Remotely:
* Temporarily due to COVID-19",we are seeking a senior engineer who is focused on the development and support required to run missioncritical applications in drupal 8 a passion for your team drupal community client service is necessary your broad responsibilities will include owning the technical engagement and ultimate success around specific projects you will gain the opportunity to learn from collaborate with and educate some of the brightest technical minds in the industry today across the breadth of enterprise architecture the ideal candidate will have experience working with industry best practices no of positions 1 skills required php mysql drupal 8x modules development themes customization javascript jquery ajax html5 css3 apis integration roles  responsibilities  experience with svn  jira  git hub  experience with scrum and kanban process  has built its unique drupal modules from scratch  has built responsive or mobile websites using drupal  has experience working with cdn environments for files hosting ex amazon viola akamai etc  is an active member of the drupal community  experience working with linux environment  have good knowledge of lamp stack  experience working with onpage seo support  good knowledge of objectoriented programming and restful webservices  understanding of rdbms mysql is preferred experience 410 years education qualification bebtechmca work location hyderabad job type fulltime pay 80000000  150000000 per year schedule  flexible shift industry  software development work remotely  temporarily due to covid19,"Hyderabad, India",Remote,7,"['mysql', 'scrum', 'javascript', 'git', 'kanban', 'jquery', 'jira', 'php', 'linux']","Hyderabad, India",79
1540,Node js developer,"Job Summary:

Skill : Node.Js

Exp : 3+ years

Location : Chennai

Requirements:
2-4 years of experience
Skills Required- Node JS (Node .js)
Exceptional coding skills in JavaScript (both front-end and back-end)
Proficiency using the Mongo DB shell and related tools.
Advanced proficiency in MEAN Stack (Node JS, Mongo DB, Express, Angular JS)
Thorough knowledge of software development best practices, including coding standards, code reviews, source control management, build process, continuous integration and continuous delivery.
Exceptional verbal, written and listening skills.
Ability to learn new technologies quickly.
Proficient understanding of code versioning tools, such as Git-hub, svn, etc
Interested candidates, can share your resume to dinesh.s(at)kaspontech.com

Job Type: Full-time

Schedule:
Day shift
Work Remotely:
No",job summary skill  nodejs exp  3 years location  chennai requirements 24 years of experience skills required node js node js exceptional coding skills in javascript both frontend and backend proficiency using the mongo db shell and related tools advanced proficiency in mean stack node js mongo db express angular js thorough knowledge of software development best practices including coding standards code reviews source control management build process continuous integration and continuous delivery exceptional verbal written and listening skills ability to learn new technologies quickly proficient understanding of code versioning tools such as github svn etc interested candidates can share your resume to dineshsatkaspontechcom job type fulltime schedule day shift work remotely no,"Chennai, India",Remote,,"['angular', 'github', 'javascript', 'express']","Chennai, India",80
1545,Flutter Developer,"Hello

Greetings of the day

we have urgent requirements of

#designation- flutter developer

#exp- 1 year

#skill-flutter

#location-jaipur

Job Types: Full-time, Fresher, Walk-In

Salary: ₹12,000.00 - ₹20,000.00 per month

Supplemental Pay:
Yearly bonus
Experience:
software development: 1 year (Preferred)
work: 1 year (Preferred)
total work: 1 year (Preferred)
Education:
Bachelor's (Required)
Work Remotely:
No",hello greetings of the day we have urgent requirements of designation flutter developer exp 1 year skillflutter locationjaipur job types fulltime fresher walkin salary 1200000  2000000 per month supplemental pay yearly bonus experience software development 1 year preferred work 1 year preferred total work 1 year preferred education bachelors required work remotely no,"Jaipur, India",Remote,0,['flutter'],"Jaipur, India",81
1579,DevOps Engineer,"We have an immediate need for a DEVOPS ENGINEER

Job Title: Member of Technical Staff
Job Code: 850-03-0620
Job Function: Engineering
Classification: Regular Full Time
Compensation: TBD
Location: Hyderabad, India

The mission of the DevOps team is to build and operate data centers containing up to thousands of servers across several continents. Members of the DevOps team support the application development teams, working directly with them using scrum methodologies.

The team is responsible for the building and maintenance of data centers, monitoring services development, platform integration and management, capacity planning, release management, application and development support, network support and troubleshooting.

As a member of the DevOps team you must be able to ask the right questions, understand the business and technical requirements of internal and external clients, and then translate those needs into actionable items for execution in conjunction with other cross-functional team members.

• Ensure the operational integrity of the global infrastructure using well controlled processes
• Build and expand infrastructure capacity at remote Data Centers
• Perform deployments and maintenance to implement code, architecture and configuration changes
• Provide support and diagnose issues to other teams related to our infrastructure
• Participate in global 24/7 on-call rotation
• Develop and maintain new health checks for system and application-level monitoring

Skills and Competencies

• BSEE/BSCS or equivalent, MSEE/MSCS a plus.
• Strong Linux experience
• 6+ years of experience in a high volume 24x7 environment
• Excellent understanding of IT datacenter operations
• Experience managing at least hundreds of servers
• Knowledge of cloud services, such as Google Cloud Platform, or AWS S3/CloudFront/EC2
• Configuration Management with Puppet, Chef or similar systems
• Scripting in bash, perl, python or other scripting languages
• Experience with build tools such as Jenkins
• Enjoy automating tasks, rather than repeating them
• Strong knowledge of Internet building blocks (TCP, DNS, HTTP)
• Effective English written and verbal communication skills
• Ability to adapt to a rapidly changing environment
• Comfortable collaborating and supporting a diverse team of engineers
• Ability to troubleshoot problems in complex systems
• Flexible working hours and ability to participate in global 24/7 on call support with remote team members
• Familiarity with monitoring/alerting tools such as Graphite, Nagios, Pingdom, Catchpoint, and PagerDuty
• Experience with Agile development methodologies a plus
• Self-starter; able to complete defined tasks independently",we have an immediate need for a devops engineer job title member of technical staff job code 850030620 job function engineering classification regular full time compensation tbd location hyderabad india the mission of the devops team is to build and operate data centers containing up to thousands of servers across several continents members of the devops team support the application development teams working directly with them using scrum methodologies the team is responsible for the building and maintenance of data centers monitoring services development platform integration and management capacity planning release management application and development support network support and troubleshooting as a member of the devops team you must be able to ask the right questions understand the business and technical requirements of internal and external clients and then translate those needs into actionable items for execution in conjunction with other crossfunctional team members  ensure the operational integrity of the global infrastructure using well controlled processes  build and expand infrastructure capacity at remote data centers  perform deployments and maintenance to implement code architecture and configuration changes  provide support and diagnose issues to other teams related to our infrastructure  participate in global 247 oncall rotation  develop and maintain new health checks for system and applicationlevel monitoring skills and competencies  bseebscs or equivalent mseemscs a plus  strong linux experience  6 years of experience in a high volume 24x7 environment  excellent understanding of it datacenter operations  experience managing at least hundreds of servers  knowledge of cloud services such as google cloud platform or aws s3cloudfrontec2  configuration management with puppet chef or similar systems  scripting in bash perl python or other scripting languages  experience with build tools such as jenkins  enjoy automating tasks rather than repeating them  strong knowledge of internet building blocks tcp dns http  effective english written and verbal communication skills  ability to adapt to a rapidly changing environment  comfortable collaborating and supporting a diverse team of engineers  ability to troubleshoot problems in complex systems  flexible working hours and ability to participate in global 247 on call support with remote team members  familiarity with monitoringalerting tools such as graphite nagios pingdom catchpoint and pagerduty  experience with agile development methodologies a plus  selfstarter able to complete defined tasks independently,"Hyderabad, India",Remote,,"['bash', 'scrum', 'aws', 'python', 'jenkins', 'agile', 'perl', 'linux']","Hyderabad, India",82
1587,Machine Learning,"Greeting to All :
We are an IT Company Based in Pune Looking for Fresher Interns.
are available for Machine Learning ,AI and data Science offline or online internship
have relevant skills and interests
can start the internship Before FEB 2021
are available for duration of 3 to 6 Month months
have already graduated or are currently in any year of study.
Education ... Any Pursuing or passout student can Join.
Experience .. No Experience Required
Skills .html,or Basic Knowledge
Job Type: Internship
Benefits:
Flexible schedule
Schedule:
Day shift",greeting to all  we are an it company based in pune looking for fresher interns are available for machine learning ai and data science offline or online internship have relevant skills and interests can start the internship before feb 2021 are available for duration of 3 to 6 month months have already graduated or are currently in any year of study education  any pursuing or passout student can join experience  no experience required skills htmlor basic knowledge job type internship benefits flexible schedule schedule day shift,"Pune, India",Internship,0,['machine learning'],"Pune, India",83
